		Data				
PA	Snyder	1094478.06	-2065788.27	26843	40.7733137130723	-76.958174198115
PA	Somerset	2405041.5	-4745808.55	60077	40.0326497661335	-78.9954316959901
PA	Sullivan	147730.05	-272409.67	3562	41.473905109489	-76.4766058394161
PA	Susquehanna	1499089.33	-2715721.6	35851	41.8144355805975	-75.7502329084266
PA	Tioga	1329934.48	-2455497.4	31805	41.8152642666247	-77.2047602578211
PA	Union	1272818.92	-2391639.04	31081	40.9516720826228	-76.9485872397928
PA	Venango	1757797.88	-3387619.05	42472	41.387216990017	-79.761232105858
PA	Warren	1359161.4	-2573012.02	32483	41.8422374780655	-79.2110340793646
PA	Washington	7181908.66	-14314431.18	178599	40.212479689136	-80.148439688912
PA	Wayne	1405848.23	-2549295.27	33851	41.5304785678414	-75.3093045995687
PA	Westmoreland	13119117	-25884311.99	325185	40.3435490566908	-79.5987268477943
PA	Wyoming	901299.28	-1646742.96	21698	41.5383574522997	-75.8937671674809
PA	York	15428353.59	-29652829.66	386276	39.9412689113484	-76.7659126117077
RI	Bristol	1702315.72	-2909902.16	40822	41.7009387095194	-71.2826946254471
RI	Kent	5972282.99	-10244915.91	143277	41.6834732022586	-71.5042603488348
RI	Newport	2841935.68	-4874498.45	68404	41.5463376410736	-71.2604299456172
RI	Providence	20095676.9	-34306575.63	480174	41.8508226184675	-71.4461333391646
RI	Washington	4366527.23	-7541516.05	105334	41.4541100689236	-71.5962182201378
SC	Abbeville	528706.36	-1273844.27	15460	34.1983415265201	-82.3961364812419
SC	Aiken	3830117.15	-9341879.68	114242	33.5263488909508	-81.7727252674148
SC	Allendale	193394.9	-476579.26	5864	32.9800306957708	-81.2720429740791
SC	Anderson	4201207.03	-10056837.22	121737	34.5105188233651	-82.6111800027929
SC	Bamberg	337704.68	-822992.84	10151	33.2681193971037	-81.0750507339178
SC	Barnwell	569335.68	-1390698.24	17093	33.3081191130872	-81.3606880009361
SC	Beaufort	4212369.1	-10526371.22	130350	32.3158350594553	-80.754669888761
SC	Berkeley	3506459.8	-8482742.46	106054	33.0629660361703	-79.9851251249364
SC	Calhoun	281095.65	-674822.86	8356	33.6399772618478	-80.7590785064624
SC	Charleston	9424979.53	-22975658.67	287267	32.8091271534844	-79.9801532024214
SC	Cherokee	1332713.97	-3100930.27	37991	35.0797286199363	-81.6227598641784
SC	Chester	901739.08	-2108851.34	25999	34.6836062925497	-81.1127866456402
SC	Chesterfield	1094519.34	-2527881.94	31549	34.6926793242258	-80.1255805255317
SC	Clarendon	764403.1	-1819281.73	22683	33.6993827976899	-80.2046347484901
SC	Colleton	878577.99	-2152996.94	26691	32.9166381926492	-80.6637795511596
SC	Darlington	1690808.15	-3940582.55	49265	34.3206769511824	-79.9874667613925
SC	Dillon	835976.8	-1928951.45	24305	34.3952602345196	-79.3643879860111
SC	Dorchester	4100488.32	-9962296.56	124226	33.0082939159274	-80.1949395456668
SC	Edgefield	796683.45	-1938734.53	23671	33.6565185247771	-81.9033640319378
SC	Fairfield	603400.23	-1423942.12	17564	34.354374288317	-81.071630608062
SC	Florence	3774213.56	-8828706.38	110683	34.0993066685941	-79.7656946414535
SC	Georgetown	1162077.42	-2759940.63	34827	33.3671410112843	-79.2471539322939
SC	Greenville	13603349.28	-32150324.92	390537	34.832421204649	-82.323377605707
SC	Greenwood	1768660.02	-4249710.24	51733	34.1882361355421	-82.146990122359
SC	Hampton	442429.4	-1093938.6	13484	32.8114357757342	-81.1286413527143
SC	Horry	7592995.47	-17749206.58	224866	33.7667565127676	-78.9323711899532
SC	Jasper	502652.24	-1256605.37	15509	32.4103578567284	-81.0242678444774
SC	Kershaw	1804692.53	-4252676.65	52719	34.2322982226522	-80.6668686811207
SC	Lancaster	2031134.35	-4720357.93	58448	34.7511351970983	-80.7616672940049
SC	Laurens	1552623.13	-3693146.43	45033	34.4774527568672	-82.0097801612151
SC	Lee	422199.19	-991456.97	12362	34.1529841449604	-80.2019875424689
SC	Lexington	7296811.74	-17443957.72	214834	33.9648833052496	-81.1973789995997
SC	Marion	775118.97	-1800368.17	22691	34.1597536468203	-79.3428306376978
SC	Marlboro	695679.26	-1600161.2	20087	34.6333081097227	-79.6615323343456
SC	McCormick	248790.65	-604460.94	7348	33.8582811649428	-82.261967882417
SC	Newberry	1078376.82	-2567135	31470	34.266819828408	-81.5740387670798
SC	Oconee	1974555.44	-4721869.44	56886	34.7107449987695	-83.0058263896214
SC	Orangeburg	2310547.09	-5579260.25	69059	33.4575810538815	-80.7897631011165
SC	Pickens	3360582.71	-7980753.8	96551	34.8062962579362	-82.6584271524894
SC	Richland	9255587.72	-22049801.12	272127	34.0120154192711	-81.0276125485527
SC	Saluda	372208.39	-896008.27	10961	33.9575212115683	-81.7451208831311
SC	Spartanburg	7530175.65	-17662955.07	215479	34.9462158725444	-81.9706563980713
SC	Sumter	2820708.08	-6681066.61	83092	33.9468069128195	-80.405654094257
SC	Union	716833.12	-1684584.55	20639	34.7319695721692	-81.6214230340617
SC	Williamsburg	1075616.69	-2549199.76	31999	33.6140720022501	-79.6649820306885
SC	York	6325710.22	-14660495.12	180856	34.9765018578316	-81.0617016853187
SD	Aurora	95128.54	-214598.18	2178	43.677015610652	-98.5299265381084
SD	Beadle	595344.04	-1318115.4	13416	44.3756738223017	-98.2495080500894
SD	Bennett	69719.55	-164277.8	1615	43.17	-101.72
SD	Bon Homme	220244.8	-501316.54	5124	42.9829820452771	-97.8369516003123
SD	Brookings	954695.79	-2085131.31	21547	44.3075968812364	-96.7713050540678
SD	Brown	1297599.24	-2809511.78	28538	45.469172331628	-98.4480965729904
SD	Brule	192553.29	-436350.99	4398	43.7820122783083	-99.2157776261937
SD	Buffalo	42674.76	-96328.29	969	44.04	-99.41
SD	Butte	336074.24	-780906.28	7524	44.6669643806486	-103.788713450292
SD	Campbell	45676.85	-99764.54	996	45.8602911646586	-100.165200803213
SD	Charles Mix	260605.31	-594497.41	6032	43.2037980769231	-98.5572629310345
SD	Clark	88143.5	-192182.81	1967	44.8111337061515	-97.7035129639044
SD	Clay	338973.02	-767761.46	7921	42.7942204267138	-96.9273399823255
SD	Codington	1002252.45	-2168399.96	22315	44.9138449473448	-97.1723038315035
SD	Corson	51902.73	-114217.73	1133	45.81	-100.81
SD	Custer	275262.16	-650600.12	6287	43.7827517098775	-103.483397486878
SD	Davison	713603.86	-1600212.97	16322	43.7203688273496	-98.0402505820365
SD	Day	179239.32	-385467.36	3954	45.3311380880121	-97.4879514415781
SD	Deuel	106456.2	-229775.32	2378	44.7671152228764	-96.6254499579479
SD	Dewey	152958	-343369.39	3393	45.0804597701149	-101.199348659004
SD	Douglas	85430.04	-193789.44	1970	43.3655025380711	-98.3702741116751
SD	Edmunds	132559.74	-289367.36	2917	45.4438601302708	-99.2003291052451
SD	Fall River	245932.84	-586661.42	5666	43.4050194140487	-103.54066713731
SD	Faulk	43994.31	-96840.24	977	45.03	-99.12
SD	Grant	257506.44	-550208.34	5696	45.2082935393258	-96.5955653089888
SD	Gregory	108937.23	-250519.26	2521	43.2119119397065	-99.3729710432368
SD	Haakon	75940.2	-175002.76	1724	44.0488399071926	-101.509721577726
SD	Hamlin	190191.35	-413927.94	4262	44.6249061473487	-97.1205865790709
SD	Hand	79646.28	-177075.22	1789	44.52	-98.98
SD	Hanson	141100.05	-315962.85	3235	43.6167078825348	-97.6701236476043
SD	Harding	26937.78	-61192.14	591	45.58	-103.54
SD	Hughes	623753.46	-1410298.56	14058	44.37	-100.32
SD	Hutchinson	236649.82	-533807.81	5462	43.3265873306481	-97.7311991944343
SD	Hyde	46167.24	-103108.91	1037	44.52	-99.43
SD	Jackson	52857.09	-122795.58	1209	43.7196774193548	-101.567890818859
SD	Jerauld	53380.88	-119368.27	1211	44.08	-98.57
SD	Jones	27161.72	-62339.49	619	43.88	-100.71
SD	Kingsbury	210649.82	-462449.14	4748	44.3660109519798	-97.3987236731255
SD	Lake	389939.49	-860458.3	8864	43.9913684566787	-97.0733641696751
SD	Lawrence	821342.94	-1918152.12	18480	44.4449642857143	-103.79611038961
SD	Lincoln	1442151.97	-3210531.07	33191	43.450090988521	-96.7289647796089
SD	Lyman	88210.34	-200079.07	2007	43.9513403089188	-99.6906178375685
SD	Marshall	129370.42	-276132.28	2827	45.7624407499116	-97.6767881146091
SD	McCook	194787.6	-434327.02	4462	43.6547736441058	-97.3390900941282
SD	McPherson	78773.72	-171114.39	1722	45.7454819976771	-99.3695644599303
SD	Meade	865633.84	-2018417.49	19539	44.3028732279032	-103.301985260249
SD	Mellette	38027.88	-87946.02	873	43.56	-100.74
SD	Miner	57213	-126776	1300	44.01	-97.52
SD	Minnehaha	6647307.8	-14759031.83	152590	43.5631941804836	-96.7234538960613
SD	Moody	170541.84	-374443.1	3874	44.0221579762519	-96.6554207537429
SD	Pennington	3780806.55	-8855389.68	85797	44.0668852057764	-103.213278785972
SD	Perkins	72936.84	-162214.2	1588	45.93	-102.15
SD	Potter	92978.28	-206089.39	2063	45.069452253999	-99.8979108095007
SD	Roberts	303071.64	-644250.22	6644	45.6158398555087	-96.9672215532811
SD	Sanborn	98152.3	-218971.62	2231	43.994755714926	-98.1495383236217
SD	Shannon	286713.09	-680553.68	6642	43.1666802168022	-102.462161999398
SD	Spink	116931.22	-256743.12	2606	44.87	-98.52
SD	Stanley	113827.76	-257549.42	2566	44.36	-100.37
SD	Sully	38889	-87052.2	870	44.7	-100.06
SD	Todd	220555.55	-513905.8	5099	43.2546675818788	-100.785605020592
SD	Tripp	184728.73	-425370.69	4261	43.3533747946491	-99.8288406477353
SD	Turner	296205	-664294.34	6842	43.2921660333236	-97.0906664717919
SD	Union	590393.34	-1334877.56	13817	42.7294883115003	-96.6112441195629
SD	Walworth	185496.04	-408812.62	4074	45.5316740304369	-100.346740304369
SD	Yankton	750495.91	-1703530.08	17497	42.8928336286221	-97.3612665028291
SD	Ziebach	32969.28	-74371.2	732	45.04	-101.6
TN	Anderson	2142243.63	-5001562.87	59410	36.0586370981316	-84.1872221848174
TN	Bedford	1290163	-3140011.76	36332	35.510376527579	-86.4255135968292
TN	Benton	445957.17	-1089082.51	12363	36.0719218636253	-88.0920901075791
TN	Bledsoe	240869.6	-576395.54	6766	35.6	-85.19
TN	Blount	3402635.69	-7992023.64	95174	35.7517356631013	-83.9727618887511
TN	Bradley	2670485.78	-6443547.02	75930	35.1703645462926	-84.8616754905834
TN	Campbell	1016856.27	-2352316.9	27952	36.3786587721809	-84.1555845735547
TN	Cannon	328934.96	-790792.23	9187	35.8043931642538	-86.0773081528246
TN	Carroll	845870.93	-2077770.31	23485	36.0174975516287	-88.4722295081967
TN	Carter	1212803.63	-2745883.27	33401	36.3103987904554	-82.2096125864495
TN	Cheatham	1175398.18	-2822991.5	32425	36.2497511179645	-87.0621896684657
TN	Chester	363604.16	-909144.56	10259	35.4424563797641	-88.6192182473925
TN	Claiborne	872334.8	-1999502.6	23912	36.4810471729675	-83.6192121110739
TN	Clay	146387.6	-342589.14	4005	36.5512109862672	-85.5403595505618
TN	Cocke	1005994.59	-2328409.25	27993	35.9373625549244	-83.178267781231
TN	Coffee	1596005.04	-3881026.26	45060	35.4195525965379	-86.1301877496671
TN	Crockett	409360.75	-1019590.16	11441	35.7801547067564	-89.1172240188795
TN	Cumberland	1508793.84	-3568683.32	41970	35.949340957827	-85.0293857517274
TN	Davidson	17996993.82	-43158911.05	497579	36.1691185118343	-86.7378065593604
TN	De Kalb	533173.47	-1272693.3	14821	35.9741900006747	-85.8709466297821
TN	Decatur	269589.54	-667117.84	7571	35.6081812178048	-88.1148910315678
TN	Dickson	1443494.19	-3491901.47	39980	36.1054074537269	-87.3412073536769
TN	Dyer	1043640.28	-2586837.76	28950	36.0497506044905	-89.3553630397237
TN	Fayette	800103.53	-2033872.18	22742	35.1817575411134	-89.4324237094363
TN	Fentress	440411.7	-1028253.9	12106	36.3796216752024	-84.9375433669255
TN	Franklin	1018083.56	-2491259.48	28934	35.1864090689155	-86.1014543443699
TN	Gibson	1561962.2	-3863935.78	43479	35.924519883162	-88.8690121667932
TN	Giles	791486.13	-1958592.74	22509	35.1630960948954	-87.013760717935
TN	Grainger	637955	-1467881.18	17584	36.2804253867152	-83.4782290718836
TN	Greene	1869714.7	-4278637.99	51676	36.1814904404366	-82.7973912454524
TN	Grundy	323456.03	-784804.09	9156	35.3272204019222	-85.7147324159021
TN	Hamblen	1897464.77	-4364910.85	52406	36.2070138915391	-83.2902883257642
TN	Hamilton	9347120.19	-22692760	266300	35.0999631618475	-85.2150206533984
TN	Hancock	125444.02	-285743.14	3434	36.53	-83.21
TN	Hardeman	659349.08	-1667077.96	18728	35.2065933361811	-89.0152691157625
TN	Hardin	589170.46	-1476640.44	16734	35.207987331182	-88.2419290068125
TN	Hawkins	1556268.82	-3539879.33	42706	36.4414560014986	-82.8895080316583
TN	Haywood	495028.35	-1242412.65	13917	35.5700474240138	-89.273022203061
TN	Henderson	768037.4	-1905326.72	21560	35.6232560296846	-88.3732244897959
TN	Henry	907126.78	-2205606.87	24982	36.311215274998	-88.2878420462733
TN	Hickman	666409.57	-1624084.55	18586	35.8554594856343	-87.3821451630259
TN	Houston	224548.41	-542574.99	6184	36.3111917852523	-87.7385171410091
TN	Humphreys	541534.36	-1317428.18	15012	36.0734319211298	-87.7583386624034
TN	Jackson	231076.28	-544522.99	6357	36.3498946043731	-85.6572266792512
TN	Jefferson	1473838.47	-3411309.12	40864	36.0669163566954	-83.479569303054
TN	Johnson	465726.93	-1046120.26	12782	36.4361547488656	-81.8432373650446
TN	Knox	12126416.64	-28300967.74	337101	35.9726510452357	-83.9539714803575
TN	Lake	150522.91	-370781.35	4144	36.323096042471	-89.474263996139
TN	Lauderdale	701944.44	-1756404.52	19625	35.7678695541401	-89.4983194904459
TN	Lawrence	1157714.23	-2870303.75	32863	35.2285010498128	-87.3415010802422
TN	Lewis	276223.5	-680263.5	7770	35.55	-87.55
TN	Lincoln	941251.29	-2318533.8	26788	35.1370497984172	-86.5512094967896
TN	Loudon	1655314.78	-3903232.99	46303	35.7496227026327	-84.2976262877135
TN	Macon	510476.5	-1201785.03	13977	36.5226085712242	-85.9830457179652
TN	Madison	2681583.91	-6686464.73	75285	35.6190995550242	-88.8153646808793
TN	Marion	789617.91	-1925397.3	22487	35.1144176635389	-85.6226842175479
TN	Marshall	883702.62	-2161521.25	24913	35.471545779312	-86.7627844900253
TN	Maury	2865382.67	-6995976.93	80392	35.642634466116	-87.0232974674097
TN	McMinn	1348548.44	-3220388.95	38073	35.420073017624	-84.5845861896882
TN	McNairy	766298.43	-1928857.72	21787	35.1722784229127	-88.5325065405976
TN	Meigs	453321.64	-1083071.63	12773	35.4906161434275	-84.7938330854146
TN	Monroe	1206462.62	-2864830.13	33959	35.527036131806	-84.3614396772579
TN	Montgomery	4576947.68	-10937517.66	125217	36.5521269476189	-87.3485042765759
TN	Moore	93068.64	-227791.3	2638	35.28	-86.35
TN	Morgan	649125.58	-1520034	17988	36.0865899488548	-84.5026684456304
TN	Obion	895639.92	-2191473.97	24606	36.3992489636674	-89.0625851418353
TN	Overton	503541.18	-1180621.03	13838	36.3882916606446	-85.3173168087874
TN	Perry	204975.76	-505002.05	5750	35.6479582608696	-87.8264434782609
TN	Pickett	135008.23	-314152.18	3692	36.5677762730227	-85.0899729144095
TN	Polk	469265.84	-1130295.64	13365	35.1115480733258	-84.571316124205
TN	Putnam	2180376.16	-5156632	60320	36.1468196286472	-85.4879310344828
TN	Rhea	926442.61	-2214085.3	26059	35.5517329905215	-84.9643232664339
TN	Roane	1295130.91	-3051565.4	36083	35.8931050633262	-84.5707230551783
TN	Robertson	2128029.03	-5064067.88	58327	36.4844588269584	-86.8220186191644
TN	Rutherford	7380997.45	-17777466.65	205672	35.8872255338597	-86.4360080613793
TN	Scott	521304.68	-1208395.16	14298	36.4599720240593	-84.514978318646
TN	Sequatchie	299972.97	-724107.78	8481	35.37	-85.38
TN	Sevier	2740781.83	-6388176.62	76400	35.8741077225131	-83.6148772251309
TN	Shelby	26244036.88	-67208658.18	747358	35.115750256236	-89.9283317767389
TN	Smith	476685.65	-1130691.03	13159	36.2250664944145	-85.9253005547534
TN	Stewart	390259.45	-938695.93	10696	36.4864856020942	-87.7613995886313
TN	Sullivan	4708186.5	-10624022.54	128915	36.5216344102703	-82.4110657409921
TN	Sumner	4486813.53	-10666161.98	123302	36.3888138878526	-86.5043712186339
TN	Tipton	1689172.63	-4272179.25	47609	35.4801115335336	-89.7346982713352
TN	Trousdale	220529.81	-521998.49	6060	36.3910577557756	-86.1383646864686
TN	Unicoi	502778.76	-1146107.79	13909	36.147728808685	-82.4004450355885
TN	Union	415685.04	-961016.86	11470	36.2410671316478	-83.7852537053182
TN	Van Buren	101322.9	-242250.75	2835	35.74	-85.45
TN	Warren	1141261.69	-2744085.06	31993	35.672231113056	-85.7714206232613
TN	Washington	3701117.98	-8398956.21	101916	36.3153771733584	-82.4105754739197
TN	Wayne	391804.42	-975960.34	11122	35.2278744830067	-87.7504351735299
TN	Weakley	821096.1	-2009097.98	22631	36.2819186072202	-88.7763678140604
TN	White	741252.73	-1764082.31	20637	35.9186281920822	-85.4815288074817
TN	Williamson	5562191.42	-13440629.2	154784	35.9351833522845	-86.8347451933017
TN	Wilson	3222306.5	-7692082.06	89028	36.1943040391787	-86.4007060700004
TX	Anderson	1126986.92	-3390875.69	35459	31.7828173383344	-95.628068755464
TX	Andrews	384995.84	-1221456.48	11912	32.32	-102.54
TX	Angelina	2056675.16	-6221423.37	65690	31.3088013396255	-94.7088349824935
TX	Aransas	463312.56	-1603320.57	16521	28.0438569093881	-97.0474287270746
TX	Archer	158966.95	-465472.12	4721	33.6723045964838	-98.59608557509
TX	Armstrong	52158.6	-150620.96	1486	35.1	-101.36
TX	Atascosa	995462.84	-3379699.96	34281	29.0383256031038	-98.5881380356466
TX	Austin	687560.33	-2217944.12	23054	29.823906046673	-96.2064769671207
TX	Bailey	183179.66	-549860.16	5353	34.22	-102.72
TX	Bandera	455637.52	-1517998.26	15330	29.7219517286367	-99.0214129158513
TX	Bastrop	1718077.63	-5544559.57	56967	30.1591733810803	-97.3293234679727
TX	Baylor	97679.72	-288619	2908	33.59	-99.25
TX	Bee	488986.65	-1683236.58	17222	28.3931395888979	-97.7375786784345
TX	Bell	6855263.03	-21522930.02	220609	31.0742672783069	-97.5614323078388
TX	Bexar	38062497.11	-127285016.77	1292276	29.4538450841771	-98.4967737309987
TX	Blanco	234498.8	-764630.05	7770	30.1800257400257	-98.4079858429859
TX	Bosque	443973.55	-1360892.46	13945	31.8374722122625	-97.5899935460739
TX	Bowie	2377842.23	-6696611.15	71107	33.4403396290098	-94.1765388780289
TX	Brazoria	7366906.6	-23951286.36	251180	29.3291926108767	-95.3550695119038
TX	Brazos	3620013.84	-11384791.57	118177	30.6321351870499	-96.3367793225416
TX	Brewster	191811.84	-656768.64	6336	30.2733333333333	-103.656666666667
TX	Briscoe	30712.77	-90258.3	891	34.47	-101.3
TX	Brooks	146361.94	-527698.78	5377	27.22	-98.14
TX	Brown	892952.8	-2784581.16	28137	31.7358922415325	-98.9651050218573
TX	Burleson	405759.23	-1286940.13	13317	30.4692671022002	-96.6388923931816
TX	Burnet	875815.5	-2805300.61	28562	30.6636615082977	-98.2179332679784
TX	Caldwell	801036.61	-2622739.51	26855	29.8282111338671	-97.6629867808602
TX	Calhoun	470606.77	-1590649.04	16464	28.5839874878523	-96.6137657920311
TX	Callahan	325392.28	-999846.82	10057	32.3548056080342	-99.4179994034006
TX	Cameron	7380433.26	-27652004.28	283461	26.0368560754389	-97.5513537312011
TX	Camp	357449.07	-1029129.22	10836	32.9871788482835	-94.973165374677
TX	Carson	166171.72	-475892.1	4699	35.3632091934454	-101.275186209832
TX	Cass	811513.02	-2313187.2	24526	33.0878667536492	-94.3157139362309
TX	Castro	187819.46	-556516.98	5443	34.5066066507441	-102.244530589748
TX	Chambers	701654.94	-2230957.16	23557	29.7854115549518	-94.7046381118139
TX	Cherokee	1450864.69	-4322070.53	45396	31.9601879020178	-95.2081797955767
TX	Childress	156370.06	-455390.32	4543	34.42	-100.24
TX	Clay	209388.17	-607568.11	6189	33.8323105509775	-98.1690273065115
TX	Cochran	81735.69	-249197.16	2426	33.6915457543281	-102.7193569662
TX	Coke	76047.46	-239451.19	2385	31.8857274633124	-100.398821802935
TX	Coleman	185889.32	-580885.28	5844	31.8085763175907	-99.3985763175907
TX	Collin	21368416.54	-62479511.76	646187	33.0684717272245	-96.6895213924143
TX	Collingsworth	71686.45	-206131.97	2057	34.85	-100.21
TX	Colorado	487320.18	-1585735.32	16427	29.6658050770074	-96.5322529981129
TX	Comal	3131645.56	-10344725.36	105331	29.7314708870133	-98.2115935479584
TX	Comanche	298786.07	-921661.27	9351	31.9523120521869	-98.5628563789969
TX	Concho	35142.46	-112419.84	1126	31.21	-99.84
TX	Cooke	970728.28	-2806603.64	28882	33.6101474967108	-97.1748369226508
TX	Coryell	1970888.34	-6182044.94	63210	31.1800085429521	-97.8016918209144
TX	Cottle	40777.99	-120259.7	1199	34.01	-100.3
TX	Crane	105376.23	-343588.95	3357	31.39	-102.35
TX	Crockett	97319	-320804	3170	30.7	-101.2
TX	Crosby	151369.32	-455858.91	4497	33.6600667111408	-101.369559706471
TX	Culberson	60155.52	-203160.54	1938	31.04	-104.83
TX	Dallam	282879.66	-803951.4	7840	36.0815892857143	-102.544821428571
TX	Dallas	60453779.79	-178360951.05	1843038	32.8011575398879	-96.7755146936743
TX	Dawson	301340.82	-938842.38	9210	32.7188729641694	-101.937283387622
TX	De Witt	326784.26	-1095040.56	11248	29.0526546941679	-97.3542460881935
TX	Deaf Smith	528846.16	-1555099.32	15188	34.82	-102.39
TX	Delta	99883.93	-286526.88	2994	33.3613660654643	-95.7003607214429
TX	Denton	17618074.39	-51633081.92	532249	33.1011883347832	-97.0092605528615
TX	Dickens	40097.06	-120818.3	1198	33.47	-100.85
TX	Dimmit	183769.2	-643553.54	6446	28.5090288551039	-99.8376574619919
TX	Donley	84670.32	-244557.36	2424	34.93	-100.89
TX	Duval	234605.69	-831221.27	8449	27.7672730500651	-98.3810237897976
TX	Eastland	442031.29	-1350346.06	13662	32.354800907627	-98.8395593617333
TX	Ector	3496985.51	-11237694.96	109786	31.8527454320223	-102.36
TX	Edwards	38862.95	-129771.95	1295	30.01	-100.21
TX	El Paso	19162312.1	-64081145.62	602216	31.8196661995032	-106.408905807883
TX	Ellis	4047723.08	-12084193.04	124815	32.4297807154589	-96.8168332331851
TX	Erath	801499.8	-2446365.94	24904	32.1835769354321	-98.2318478959203
TX	Falls	381791.94	-1185153.37	12215	31.2559918133442	-97.0244265247647
TX	Fannin	767647.09	-2200175.89	22880	33.5510091783217	-96.1615336538462
TX	Fayette	553518.3	-1797105	18550	29.8392614555256	-96.8789757412399
TX	Fisher	79035.22	-241925.97	2409	32.8083105022831	-100.425890410959
TX	Floyd	173477.74	-516700.33	5097	34.0352638807141	-101.373421620561
TX	Foard	35645.02	-104606.28	1049	33.98	-99.72
TX	Fort Bend	12119450.7	-39149378.05	409258	29.61322857464	-95.6594081239707
TX	Franklin	207972.11	-597588.79	6276	33.1376848311026	-95.2180991077119
TX	Freestone	444018.61	-1348138.3	14007	31.6997651174413	-96.2474691225816
TX	Frio	302293.94	-1038380.83	10479	28.8475942360912	-99.0915955720966
TX	Gaines	391555.89	-1226982.03	11955	32.7524792973651	-102.633377666248
TX	Galveston	7195214.92	-23233991.13	244488	29.4297262851346	-95.0312126975557
TX	Garza	113011.95	-345198.9	3405	33.19	-101.38
TX	Gillespie	633566.28	-2069993.38	20930	30.2707252747253	-98.9007826086957
TX	Glasscock	26738.93	-85141.72	839	31.87	-101.48
TX	Goliad	120028.08	-407869.32	4188	28.66	-97.39
TX	Gonzales	419571.08	-1387920.76	14236	29.4725400393369	-97.4937313852206
TX	Gray	623762.86	-1772529.08	17561	35.5197801947497	-100.935543533967
TX	Grayson	3273579.67	-9404497.21	97331	33.6334741243797	-96.6238630035652
TX	Gregg	3840325.5	-11204456.99	118194	32.4917127772983	-94.7971723606952
TX	Grimes	590309.55	-1860117.33	19373	30.4707350436174	-96.0159670675683
TX	Guadalupe	2719948.87	-9026496.32	91995	29.5662684928529	-98.1194230121202
TX	Hale	924775.88	-2756762.65	27097	34.1283492637561	-101.736821419345
TX	Hall	64336.16	-186300.62	1853	34.72	-100.54
TX	Hamilton	217528.32	-670452.92	6836	31.8209947337624	-98.0767875950849
TX	Hansford	164970.38	-461347.02	4556	36.2094776119403	-101.261417910448
TX	Hardeman	107021.74	-311206.35	3122	34.279865470852	-99.6817264573991
TX	Hardin	1311754.25	-4081189.98	43303	30.2924566427268	-94.2472803269981
TX	Harris	93306853.66	-298689663.76	3131629	29.7949896555435	-95.3783681783507
TX	Harrison	1364524.98	-3958244.92	41950	32.5274131108462	-94.3562555423123
TX	Hartley	23644.92	-67475.01	659	35.88	-102.39
TX	Haskell	111270.15	-334793.88	3356	33.1555870083433	-99.7597973778307
TX	Hays	3730682.62	-12169476.56	124290	30.0159515648886	-97.9119523694585
TX	Hemphill	114337.44	-319609.92	3184	35.91	-100.38
TX	Henderson	2005915.89	-5962377.21	62168	32.2660515055977	-95.9074959786385
TX	Hidalgo	13344254.88	-49953572.06	508795	26.2271737733272	-98.1801551902043
TX	Hill	804039.64	-2442941.61	25141	31.9812115667635	-97.1696276997733
TX	Hockley	571540.19	-1742242.3	17025	33.5706425844347	-102.33434948605
TX	Hood	1436937.85	-4331343.75	44290	32.4438439828404	-97.7950722510725
TX	Hopkins	870269.77	-2511236.14	26267	33.1316773898808	-95.6042235504626
TX	Houston	493498.26	-1503029.92	15749	31.3352123944377	-95.4365305733697
TX	Howard	734648.9	-2311788.25	22785	32.2426552556506	-101.460972130788
TX	Hudspeth	43987.96	-147571.16	1396	31.51	-105.71
TX	Hunt	1943459.23	-5643073.39	58731	33.0908588309411	-96.0833867974324
TX	Hutchinson	650231.85	-1849486.86	18231	35.6662744775383	-101.447362185289
TX	Irion	36699.24	-118362.68	1174	31.26	-100.82
TX	Jack	193684.67	-572851.37	5836	33.1879146675805	-98.1582196710076
TX	Jackson	296820.61	-989360.42	10243	28.9778980767353	-96.5889309772527
TX	Jasper	836267.68	-2556940.67	27212	30.7315772453329	-93.9637171100985
TX	Jeff Davis	50442.91	-171331.1	1649	30.59	-103.9
TX	Jefferson	5566972.44	-17447378.43	185506	30.0096624367945	-94.0529062671827
TX	Jim Hogg	105389.29	-380806.12	3859	27.31	-98.68
TX	Jim Wells	819823.46	-2897264.81	29550	27.7436027072758	-98.046186463621
TX	Johnson	4298026.45	-12896439.5	132512	32.4349979624487	-97.322804727119
TX	Jones	322800.21	-982271.69	9838	32.8115684082131	-99.8446523683676
TX	Karnes	288841.21	-979169.54	10003	28.8754583624912	-97.8875877236829
TX	Kaufman	2583987.12	-7622116.65	79108	32.6640430803458	-96.3507692015978
TX	Kendall	893386.65	-2958029.95	29954	29.8252871068972	-98.7524187086867
TX	Kent	15660.75	-47368.47	471	33.25	-100.57
TX	Kerr	1190934.26	-3930664.67	39645	30.0399611552529	-99.1465423130281
TX	Kimble	96438.72	-315672.28	3164	30.48	-99.77
TX	Kinney	71106.06	-243594.66	2426	29.31	-100.41
TX	Kleberg	626437.46	-2230255.66	22791	27.4861769996929	-97.8568584090211
TX	Knox	76680.4	-228724.36	2294	33.4265039232781	-99.7054751525719
TX	La Salle	110456.39	-386586.53	3895	28.3585083440308	-99.2519974326059
TX	Lamar	1273551.55	-3613602.56	37825	33.6695717118308	-95.5347669530734
TX	Lamb	355608.9	-1069795.21	10455	34.0132855093257	-102.323788617886
TX	Lampasas	540683.81	-1707350.28	17400	31.073782183908	-98.1235793103448
